VectorID,Name,Vector Type,Source,Sequence Available,URL,Length,MFE,MFE_per_nt,Status
5803,pCMV-Tag2B,Mammalian Expression,Stratagene,Yes,https://www.addgene.org/vector-database/5803/,4645,-1695.1,-0.3649300322927879,ok
2231,pCMV-Tag3,"Mammalian Expression,",Stratagene,Yes,https://www.addgene.org/vector-database/2231/,,,,
2232,pCMV-Tag4,"Mammalian Expression,",Stratagene,Yes,https://www.addgene.org/vector-database/2232/,5870,-1986.4,-0.3383986371379898,ok
2233,pCMV-Tag5,"Mammalian Expression,",Stratagene,Yes,https://www.addgene.org/vector-database/2233/,,,,
6203,pCMV-Tet3G,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6203/,,,,
2234,pCMV-TnT,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2234/,5383,-1700.4,-0.3158833364295003,ok
2235,pCMV/myc/cyto,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2235/,,,,
2236,pCMV/myc/ER,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2236/,6299,-2308.5,-0.36648674392760755,ok
2237,pCMV/myc/mito,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2237/,6407,-2409.0,-0.3759950054627751,ok
2238,pCMV/myc/nuc,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2238/,6490,-2361.2,-0.3638212634822804,ok
2239,pCMV2,Mammalian Expression,"Dr. David Russell, UTSW",Yes,https://www.addgene.org/vector-database/2239/,7193,-2605.3,-0.3621993604893647,ok
2241,pCMV4,Mammalian Expression,"Dr. David Russell, UTSW",Yes,https://www.addgene.org/vector-database/2241/,6817,-2205.7,-0.3235587501833651,ok
2242,pCMV5,Mammalian Expression,"Dr. David Russell, UTSW",Yes,https://www.addgene.org/vector-database/2242/,5882,-2036.6,-0.34624277456647395,ok
2243,pCMV6,Mammalian Expression,"Dr. David Russell, UTSW",Yes,https://www.addgene.org/vector-database/2243/,4968,-2090.2,-0.42073268921095003,ok
6725,pCMV6-AN-GFP,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/6725/,,,,
7482,pCMV6-Entry,Mammalian Expression,Origene,Yes,https://www.addgene.org/vector-database/7482/,,,,
5211,pCMV6-XL5,Mammalian Expression,Origene,Yes,https://www.addgene.org/vector-database/5211/,,,,
2245,pCMVbeta,Mammalian Expression,"ATCC, Clontech",Yes,https://www.addgene.org/vector-database/2245/,4732,-1614.8,-0.341251056635672,ok
2249,pCMX,Mammalian Expression,,No,https://www.addgene.org/vector-database/2249/,5584,-1949.2,-0.3490687679083095,ok
2250,pCMX Gal4,Mammalian Expression,,No,https://www.addgene.org/vector-database/2250/,,,,
2292,pCruz HA,Mammalian Expression,Santa Cruz Biotechnology,No,https://www.addgene.org/vector-database/2292/,8977,-3333.4,-0.3713267238498385,ok
2295,pCS2+,"Mammalian Expression, xenopus//avian/zebrafish",RZPD,Yes,https://www.addgene.org/vector-database/2295/,5224,-1964.3,-0.3760145482388974,ok
2296,pCS2+MT,"Mammalian Expression, xenopus//avian/zebrafish",Dave Turner lab (UMich),Yes,https://www.addgene.org/vector-database/2296/,5562,-1998.3,-0.359277238403452,ok
2297,pCS2-,"Mammalian Expression, xenopus//avian/zebrafish",,Yes,https://www.addgene.org/vector-database/2297/,5356,-1798.1,-0.3357169529499626,ok
6204,pCTAP-A,Mammalian Expression,Agilent Technologies,Yes,https://www.addgene.org/vector-database/6204/,,,,
6206,pCTAP-B,Mammalian Expression,Agilent Technologies,Yes,https://www.addgene.org/vector-database/6206/,,,,
6207,pCTAP-C,Mammalian Expression,Agilent Technologies,Yes,https://www.addgene.org/vector-database/6207/,,,,
2309,pCX4pur,"Mammalian Expression, Retroviral","Tsuyoshi Akagi, Osaka Bioscience Institute",Yes,https://www.addgene.org/vector-database/2309/,,,,
2310,pCXneo,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/2310/,,,,
2327,pd1EGFP-N1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/2327/,,,,
2328,pd2ECFP-1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/2328/,,,,
2329,pd2ECFP-N1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/2329/,,,,
2331,pd2EGFP-N1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/2331/,,,,
2332,pd2EYFP-1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/2332/,,,,
2333,pd2EYFP-N1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/2333/,,,,
2335,pd4EGFP-N1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/2335/,,,,
2344,pDCR,Mammalian Expression,,No,https://www.addgene.org/vector-database/2344/,,,,
2352,pDEST12.2,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2352/,7522,-2675.0,-0.3556235043871311,ok
2358,pDEST26,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2358/,11048,-4098.0,-0.3709268645908762,ok
2359,pDEST27,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2359/,7216,-2842.6,-0.393930155210643,ok
2374,pDisplay,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2374/,6405,-2404.8,-0.37545667447306796,ok
2381,pDNR-CMV,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2381/,,,,
2389,pDOL,Mammalian Expression,,No,https://www.addgene.org/vector-database/2389/,,,,
2402,pDRIVE-CAG,Mammalian Expression,Invivogen,Yes,https://www.addgene.org/vector-database/2402/,3848,-1704.9,-0.44306133056133057,ok
2417,pDsRed-Express-1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2417/,,,,
2418,pDsRed-Express-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2418/,,,,
2419,pDsREd-Express-DR,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2419/,6024,-2549.5,-0.4232237715803453,ok
2420,pDsRed-Express-N1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2420/,,,,
2421,pDsRed-Monomer-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2421/,6276,-2189.2,-0.34882090503505414,ok
2423,pDsRed1-N1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2423/,6498,-2519.1,-0.3876731301939058,ok
2425,pDsRed2-1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2425/,6864,-2322.2,-0.3383158508158508,ok
2426,pDsRed2-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2426/,5369,-1952.8,-0.36371763829390946,ok
2427,pDsRed2-N1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2427/,,,,
2439,pEBB,Mammalian Expression,,No,https://www.addgene.org/vector-database/2439/,6989,-2467.3,-0.353026184003434,ok
2444,pECFP-1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2444/,,,,
2445,pECFP-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2445/,6305,-2336.5,-0.37057890563045204,ok
2446,pECFP-N1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2446/,5250,-1958.0,-0.372952380952381,ok
2448,pED,Mammalian Expression,,No,https://www.addgene.org/vector-database/2448/,8871,-3281.6,-0.36992447300191633,ok
2449,pED4,Mammalian Expression,,No,https://www.addgene.org/vector-database/2449/,,,,
2450,pEF-BOS,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/2450/,8211,-2772.3,-0.3376324442820607,ok
2451,pEF-DEST51,"Mammalian Expression, Destination Vector",Invitrogen,Yes,https://www.addgene.org/vector-database/2451/,8891,-3396.1,-0.38197053199865033,ok
5810,pEF/myc/cyto,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/5810/,,,,
2452,pEF/myc/ER,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2452/,6509,-2573.6,-0.3953909970809648,ok
2453,pEF1-puro,Mammalian Expression,Springer lab,No,https://www.addgene.org/vector-database/2453/,9384,-3844.6,-0.40969735720375106,ok
2454,pEF1/His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2454/,,,,
2455,pEF1/His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2455/,,,,
2456,pEF1/His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2456/,,,,
2457,pEF1/myc-His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2457/,4804,-1708.8,-0.35570358034970856,ok
2458,pEF1/myc-His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2458/,7681,-2932.0,-0.38172113006118996,ok
2459,pEF1/myc-His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2459/,,,,
2460,pEF1/V5 His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2460/,9318,-3772.1,-0.40481863060742646,ok
2461,pEF1/V5 His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2461/,,,,
2462,pEF1/V5 His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2462/,,,,
6208,pEF1α-IRES,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6208/,,,,
6209,pEF1α-IRES-AcGFP1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6209/,,,,
6210,pEF1α-IRES-DsRed-Express2,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6210/,,,,
6211,pEF1α-IRES-ZsGreen1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6211/,,,,
6212,pEF1α-Tet3G,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6212/,,,,
2463,pEF4/His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2463/,,,,
2464,pEF4/His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2464/,,,,
2465,pEF4/His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2465/,,,,
2466,pEF4/myc-His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2466/,,,,
2467,pEF4/myc-His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2467/,,,,
2468,pEF4/myc-His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2468/,,,,
2469,pEF4/V5 His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2469/,,,,
2470,pEF4/V5 His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2470/,,,,
2471,pEF4/V5 His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2471/,,,,
2472,pEF5/FRT/V5 D-TOPO,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2472/,,,,
2473,pEF5/FRT/V5 DEST Gateway,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2473/,,,,
2474,pEF5/FRT/V5 TOPO,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2474/,,,,
2475,pEF6/His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2475/,,,,
2476,pEF6/His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2476/,,,,
2477,pEF6/His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2477/,,,,
2478,pEF6/myc-His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2478/,,,,
2479,pEF6/myc-His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2479/,12732,-5418.04,-0.42554508325479107,ok
2480,pEF6/myc-His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2480/,,,,
2481,pEF6/V5 His TOPO,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2481/,,,,
2486,pEGFP-1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2486/,5259,-1904.5,-0.3621410914622552,ok
2487,pEGFP-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2487/,5283,-1995.9,-0.3777967064168086,ok
2488,pEGFP-C2,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2488/,5060,-1868.0,-0.3691699604743083,ok
2489,pEGFP-C3,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2489/,10603,-4091.6,-0.3858907856267094,ok
2491,pEGFP-N1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2491/,6100,-2198.5,-0.36040983606557375,ok
2492,pEGFP-N2,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2492/,4915,-1829.7,-0.3722685656154629,ok
2493,pEGFP-N3,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2493/,6185,-2335.5,-0.37760711398544866,ok
2669,pEVRF1,Mammalian Expression,,No,https://www.addgene.org/vector-database/2669/,,,,
2679,pEXP1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/2679/,4149,-1375.7,-0.33157387322246323,ok
5871,pExpress-1,Mammalian Expression,Express Genomics,Yes,https://www.addgene.org/vector-database/5871/,,,,
2687,pEYFP-1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2687/,,,,
2688,pEYFP-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2688/,6518,-2483.9,-0.38108315434182266,ok
2689,pEYFP-N1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/2689/,6418,-2447.2,-0.3813025864755375,ok
2696,pF4A CMV,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2696/,,,,
2698,pF5A CMV-neo Flexi,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2698/,,,,
2699,pF5K CMV-neo Flexi,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2699/,,,,
2716,pFB (ViraPort),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/2716/,,,,
7516,pFB-CMV-SV40,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/7516/,,,,
2717,pFB-Luc (ViraPort),Mammalian Expression,Stratagene,Yes,https://www.addgene.org/vector-database/2717/,,,,
2718,pFB-Neo (ViraPort),Mammalian Expression,Stratagene,Yes,https://www.addgene.org/vector-database/2718/,,,,
2719,pFB-Neo-LacZ (ViraPort),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/2719/,,,,
2724,pFC8A (HaloTag) CMV,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2724/,,,,
2725,pFC8K (HaloTag) CMV,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2725/,,,,
2740,pFIV-H1/U6-copGFP siRNA,"Mammalian Expression, siRNA",System Biosciences,Yes,https://www.addgene.org/vector-database/2740/,,,,
2741,pFIV-H1/U6-Puro siRNA,"Mammalian Expression, siRNA",System Biosciences,Yes,https://www.addgene.org/vector-database/2741/,,,,
2764,pFLAG CMV 5.1,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2764/,9035,-3280.0,-0.36303265080243496,ok
2767,pFLAG-CMV-1,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2767/,7017,-2334.8,-0.33273478694598835,ok
2770,pFLAG-CMV-2,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2770/,5561,-1990.6,-0.35795720194209674,ok
2771,pFLAG-CMV-3,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2771/,9872,-3470.3,-0.35152957860615885,ok
2772,pFLAG-CMV-4,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2772/,7066,-2598.3,-0.36771865270308524,ok
2768,pFLAG-CMV-6-BAP,Mammalian Expression,Sigma,No,https://www.addgene.org/vector-database/2768/,,,,
2769,pFLAG-CMV-Myc-24,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2769/,,,,
2773,pFLAG-CMV5.1,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2773/,9035,-3280.0,-0.36303265080243496,ok
2777,pFLAG-Myc-CMV-19,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2777/,,,,
2778,pFLAG-Myc-CMV-20,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2778/,,,,
2779,pFLAG-Myc-CMV-21,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2779/,,,,
2780,pFLAG-Myc-CMV-22,Mammalian Expression,Sigma,Yes,https://www.addgene.org/vector-database/2780/,,,,
6413,pFLAGCB,Mammalian Expression,PKC Lab http://www.pkclab.org/index.htm,No,https://www.addgene.org/vector-database/6413/,,,,
6412,pFLAGCE,Mammalian Expression,PKC Lab http://www.pkclab.org/index.htm,No,https://www.addgene.org/vector-database/6412/,,,,
2784,pFN10A (ACT) Flexi,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2784/,,,,
2785,pFN11A (BIND) Flexi,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2785/,,,,
6213,pGen2.1,Mammalian Expression,GenScript,Yes,https://www.addgene.org/vector-database/6213/,,,,
2857,pGene/V5-His A (GeneSwitch),Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2857/,,,,
2858,pGene/V5-His B (GeneSwitch),Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2858/,,,,
2859,pGene/V5-His C (GeneSwitch),Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2859/,,,,
2861,pGeneClip Basic,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2861/,,,,
2862,pGeneClip hMGFP,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2862/,,,,
2863,pGeneClip Hygromycin,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2863/,,,,
2864,pGeneClip Neomycin,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2864/,,,,
2865,pGeneClip Puromycin,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/2865/,,,,
6415,pGFP3,Mammalian Expression,PKC Lab http://www.pkclab.org/index.htm,No,https://www.addgene.org/vector-database/6415/,,,,
2918,pGIPZ,Mammalian Expression,Open Biosystems,Yes,https://www.addgene.org/vector-database/2918/,12666,-4635.0,-0.3659403126480341,ok
2960,pGlow TOPO,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/2960/,,,,
2989,pGV-BM2,"Mammalian Expression, Luciferase",Yamanaka lab,Yes,https://www.addgene.org/vector-database/2989/,9855,-3729.9,-0.3784779299847793,ok
6409,pHACB,Mammalian Expression,PKC Lab http://www.pkclab.org/index.htm,No,https://www.addgene.org/vector-database/6409/,,,,
6408,pHACE,Mammalian Expression,PKC Lab http://www.pkclab.org/index.htm,No,https://www.addgene.org/vector-database/6408/,7491,-2694.5,-0.35969830463222535,ok
6411,pHANB,Mammalian Expression,PKC Lab http://www.pkclab.org/index.htm,No,https://www.addgene.org/vector-database/6411/,,,,
6410,pHANE,Mammalian Expression,PKC Lab http://www.pkclab.org/index.htm,No,https://www.addgene.org/vector-database/6410/,,,,
6214,phCMV1,Mammalian Expression,MoBiTec,Yes,https://www.addgene.org/vector-database/6214/,,,,
6215,phCMV2,Mammalian Expression,MoBiTec,Yes,https://www.addgene.org/vector-database/6215/,,,,
6216,phCMV3,Mammalian Expression,MoBiTec,Yes,https://www.addgene.org/vector-database/6216/,,,,
3020,pHcRed1-1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3020/,,,,
3021,pHcRed1-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3021/,6490,-2480.9,-0.38226502311248073,ok
3022,pHcRed1-N1/1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3022/,7153,-2471.6,-0.3455333426534321,ok
3044,pHM6,Mammalian Expression,Roche,Yes,https://www.addgene.org/vector-database/3044/,6095,-2154.8,-0.3535356849876949,ok
3061,phr-GFP-Mito (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3061/,,,,
3062,phrG-B,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/3062/,,,,
3063,phRG-TK,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/3063/,,,,
3064,phrGFP II-1,Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3064/,,,,
3065,phrGFP II-C,Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3065/,,,,
3066,phrGFP II-N,Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3066/,,,,
3067,phrGFP Promoterless (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3067/,,,,
3068,phrGFP-1 (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3068/,,,,
3069,phrGFP-C (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3069/,,,,
3070,phrGFP-Golgi (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3070/,,,,
3071,phrGFP-N (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3071/,,,,
3072,phrGFP-Nuc (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3072/,,,,
3073,phrGFP-Perox (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3073/,,,,
3074,phRL-CMV,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/3074/,,,,
3075,phRL-null,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/3075/,3776,-1337.3,-0.3541578389830508,ok
3076,phRL-SV40,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/3076/,4052,-1404.6,-0.3466436327739388,ok
3077,phRL-TK,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/3077/,,,,
3078,phRL-TK(Int-),Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/3078/,,,,
7047,pHTN HaloTag CMV-neo,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/7047/,,,,
5849,pIND/hygro,Mammalian Expression,Invitrogen,No,https://www.addgene.org/vector-database/5849/,,,,
3171,pIRES,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3171/,6078,-2334.5,-0.3840901612372491,ok
3172,pIRES-EYFP,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3172/,6970,-2488.7,-0.35705882352941176,ok
3173,pIRES-hrGFP II,Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3173/,,,,
3174,pIRES-hrGFP-1 (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3174/,,,,
3175,pIRES-hrGFP-2 (Vitality),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/3175/,,,,
5697,pIRES1neo (pCIN4),Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/5697/,,,,
6219,pIRES2 DsRed-Express2,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6219/,,,,
6217,pIRES2-AcGFP1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6217/,,,,
3176,pIRES2-DsRed-Express,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3176/,,,,
3177,pIRES2-DsRed2,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3177/,6157,-2278.8,-0.370115315900601,ok
3178,pIRES2-EGFP,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3178/,,,,
6218,pIRES2-ZsGreen1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6218/,,,,
3179,pIRESbleo3,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3179/,,,,
3180,pIRESHyg2,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3180/,,,,
3181,pIREShyg3,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3181/,7038,-2618.5,-0.37205171923842,ok
3183,pIRESneo3,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3183/,6939,-2587.7,-0.37292117019743476,ok
3193,pJ3H,Mammalian Expression,,No,https://www.addgene.org/vector-database/3193/,5001,-1557.0,-0.3113377324535093,ok
3194,pJ3M,Mammalian Expression,,No,https://www.addgene.org/vector-database/3194/,5161,-1636.3,-0.3170509591164503,ok
3195,pJ3omega,Mammalian Expression,ATCC,No,https://www.addgene.org/vector-database/3195/,5445,-1677.9,-0.3081542699724518,ok
3305,pKaede-MC1,Mammalian Expression,Amalgaam,No,https://www.addgene.org/vector-database/3305/,,,,
3408,pLEGFP-C1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3408/,,,,
3409,pLEGFP-N1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3409/,,,,
6720,pLenti4/TO/V5-DEST,"Mammalian Expression, Lentiviral",Invitrogen,No,https://www.addgene.org/vector-database/6720/,,,,
3411,pLenti4/V5-DEST Gateway (ViraPower),Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/3411/,,,,
3413,pLenti6/V5 D-TOPO Gateway (ViraPower),Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/3413/,,,,
3415,pLentiLox EV,Mammalian Expression,University of Michigan Vector Core,Yes,https://www.addgene.org/vector-database/3415/,,,,
3416,pLentiLox RSV,Mammalian Expression,University of Michigan Vector Core,No,https://www.addgene.org/vector-database/3416/,,,,
3419,pLEX,Mammalian Expression,Thermo Scientific,No,https://www.addgene.org/vector-database/3419/,12356,-4592.4,-0.3716736808028488,ok
3431,pLIB,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3431/,5066,-1745.7,-0.34459139360442165,ok
3433,pLJM1,"Lentiviral, Mammalian Expression",,Yes,https://www.addgene.org/vector-database/3433/,,,,
6096,pLKO.1,"Lentiviral, Mammalian Expression",The RNAi Consortium,Yes,https://www.addgene.org/vector-database/6096/,,,,
7656,pLKO_TRC005,"Mammalian Expression, RNAi, Lentiviral",The RNAi Consortium - Broad Institute,Yes,https://www.addgene.org/vector-database/7656/,,,,
3451,pLNCX,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3451/,,,,
3455,pLP-Adeno-X-CMV,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3455/,,,,
3456,pLP-Adeno-X-TRE,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3456/,,,,
3457,pLP-BacPAK9,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3457/,,,,
3458,pLP-BacPAK9-6xHN,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3458/,,,,
3459,pLP-CMV-HA,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3459/,,,,
3460,pLP-CMV-Myc,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3460/,,,,
3461,pLP-CMV-neo,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3461/,,,,
3462,pLP-ECFP-C1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3462/,,,,
3463,pLP-EGFP-C1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3463/,,,,
3464,pLP-EYFP-C1,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3464/,,,,
3467,pLP-IRES2-EGFP,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3467/,,,,
