Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0038	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0039	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0039	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0040	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0040	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0041	1644	2501	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0041	4523	5143	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0042	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0042	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0043	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0043	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0044	1447	2304	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0044	4326	4946	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0045	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0045	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0046	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0046	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0047	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0047	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0048	1650	2507	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0048	4529	5149	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0049	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0049	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
