sequence,symbol,name,start,end,strand,pct_identity,pct_cov
seq_92,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,7813,8604,+,99.62,100.0
seq_92,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,9750,10556,+,99.26,100.0
seq_92,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,14859,15716,-,100.0,100.0
seq_92,aph(4)-Ia,aminoglycoside O-phosphotransferase APH(4)-Ia,17293,18111,+,94.18,80.65
seq_92,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,20203,21060,+,100.0,100.0
seq_93,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,4733,5590,-,100.0,100.0
seq_93,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,7301,8092,+,99.62,100.0
seq_93,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,9149,9673,-,98.86,65.06
seq_94,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,911,1768,+,100.0,100.0
seq_94,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,8899,9756,-,100.0,100.0
seq_96,blaTEM-181,class A beta-lactamase TEM-181,6029,6886,+,100.0,100.0
seq_97,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,8748,9605,+,100.0,100.0
seq_97,aph(4)-Ia,aminoglycoside O-phosphotransferase APH(4)-Ia,12114,13133,+,100.0,99.71
seq_97,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,14101,14958,-,100.0,100.0
seq_97,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,15258,16070,-,100.0,100.0
seq_99,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2636,3493,-,100.0,100.0
seq_99,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,4529,5386,-,100.0,100.0
seq_99,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,11579,12436,+,100.0,100.0
