Name,Protein id,Contig id,Start,Stop,Strand,symbol,name,Scope,Type,Subtype,Class,Subclass,Method,Target length,Reference sequence length,pct_cov,pct_identity,Alignment length,Closest reference accession,Closest reference name,HMM accession,HMM description,sequence
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0033,858,1715,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_ATG_0033
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0033,3737,4357,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_ATG_0033
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0035,753,1610,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_ATG_0035
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0035,3632,4252,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_ATG_0035
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0037,1020,1877,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_ATG_0037
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0037,3899,4519,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_ATG_0037
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0038,799,1656,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_ATG_0038
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0038,3678,4298,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_ATG_0038
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0040,1204,2061,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_ATG_0040
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0040,4083,4703,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_ATG_0040
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0043,837,1694,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_ATG_0043
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0043,3716,4336,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_ATG_0043
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0045,1166,2023,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_ATG_0045
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0045,4045,4665,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_ATG_0045
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0047,969,1826,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_ATG_0047
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0047,3848,4468,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_ATG_0047
McClain_PlasmidGPT_RL_ATG,,McClain_PlasmidGPT_RL_ATG_0048,2102,2959,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_ATG_0048
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0000,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0000
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0000,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0000
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0001,1447,2304,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0001
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0001,4326,4946,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0001
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0002,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0002
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0002,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0002
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0003,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0003
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0003,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0003
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0004,1450,2307,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0004
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0004,4329,4949,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0004
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0005,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0005
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0005,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0005
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0006,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0006
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0006,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0006
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0007,1644,2501,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0007
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0007,4523,5143,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0007
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0008,1447,2304,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0008
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0008,4326,4946,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0008
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0009,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0009
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0009,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0009
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0010,1644,2501,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0010
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0010,4523,5143,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0010
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0011,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0011
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0011,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0011
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0012,1656,2513,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0012
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0012,4535,5155,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0012
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0013,1644,2501,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0013
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0013,4523,5143,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0013
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0014,1644,2501,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0014
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0014,4523,5143,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0014
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0015,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0015
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0015,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0015
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0016,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0016
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0016,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0016
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0017,1145,2002,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0017
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0017,4024,4644,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0017
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0018,1447,2304,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0018
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0018,4326,4946,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0018
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0019,1340,2197,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0019
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0019,4219,4839,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0019
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0020,1650,2507,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0020
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0020,4529,5149,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0020
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0021,1447,2304,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0021
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0021,4326,4946,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0021
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0022,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0022
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0022,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0022
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0023,1644,2501,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0023
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0023,4523,5143,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0023
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0024,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0024
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0024,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0024
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0025,1340,2197,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0025
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0025,4219,4839,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0025
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0026,1644,2501,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0026
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0026,4523,5143,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0026
