sequence,symbol,name,start,end,strand,pct_identity,pct_cov
seq_84,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,7531,8388,-,100.0,100.0
seq_84,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,11660,12517,+,100.0,100.0
seq_85,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,1715,2506,+,100.0,100.0
seq_85,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3710,4567,-,100.0,100.0
seq_85,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,7161,8018,-,100.0,100.0
seq_86,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3687,4544,+,100.0,100.0
seq_87,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,810,1667,+,100.0,100.0
seq_87,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,8055,8912,+,100.0,100.0
seq_87,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,15192,16049,+,100.0,100.0
seq_87,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,19383,20174,+,99.62,100.0
seq_87,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,24723,25514,+,100.0,100.0
seq_87,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,27025,27882,-,100.0,100.0
seq_88,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,4196,5053,-,100.0,100.0
seq_88,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,10658,11515,-,100.0,100.0
seq_89,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1122,1934,-,100.0,100.0
seq_89,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,8349,9206,+,100.0,100.0
seq_89,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,15419,16276,+,100.0,100.0
seq_9,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,1554,2345,+,99.62,100.0
seq_9,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,4939,5745,+,99.26,100.0
seq_9,blaTEM,TEM family class A beta-lactamase,11344,12201,-,99.65,100.0
seq_90,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,4092,4949,-,100.0,100.0
seq_91,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,1379,2170,+,99.62,100.0
seq_91,ble-Sh,phleomycin/bleomycin binding protein Ble-Sh,2379,2750,+,100.0,100.0
seq_91,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,7132,7923,+,99.62,100.0
seq_91,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,9285,10142,+,100.0,100.0
seq_92,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,4604,5461,+,100.0,100.0
seq_92,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,12946,13803,+,100.0,100.0
seq_92,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,18596,19402,+,100.0,100.0
seq_92,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,20751,21608,-,100.0,100.0
seq_93,blaTEM,TEM family class A beta-lactamase,364,1158,+,90.71,94.06
seq_93,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,11797,12654,-,100.0,100.0
seq_94,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,10399,11256,+,100.0,100.0
seq_94,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,19446,20303,+,100.0,100.0
seq_95,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,1683,2474,+,100.0,100.0
seq_95,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3985,4842,-,100.0,100.0
seq_95,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,7374,8186,-,100.0,100.0
seq_95,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,14403,15215,-,100.0,100.0
seq_96,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3890,4747,+,100.0,100.0
seq_96,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,12373,13230,-,100.0,100.0
seq_97,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,4696,5553,-,100.0,100.0
seq_98,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1106,1918,-,100.0,100.0
seq_98,tet(C),tetracycline efflux MFS transporter Tet(C),4732,5352,-,100.0,52.27
seq_98,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,7860,8672,-,100.0,100.0
seq_99,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2429,3286,-,100.0,100.0
